time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count,class
820231,0,C5721,445,C7509,N8805,6,5,333,0
820231,0,C585,139,C10338,N20383,6,1,46,0
820231,0,C586,88,C3714,N20582,17,1,1330,0
820231,0,C586,88,C3714,N25061,17,1,1360,0
820231,0,C6104,N14910,C1707,N732,6,5,853,0
820231,0,C706,80,C12100,N17379,6,6,2226,0
820231,0,C706,80,C12100,N17381,6,6,2226,0
820231,0,C706,80,C9790,N12568,6,6,2226,0
820231,0,C706,80,C9790,N12571,6,6,2226,0
820231,0,C706,80,C9790,N3936,6,6,2226,0
820231,0,C7411,N154,C5721,N155,1,1,60,0
820231,0,C7411,N911,C5721,445,6,15,4453,0
820231,0,C7509,N8805,C5721,445,6,4,293,0
820231,0,C9790,N12568,C706,80,6,9,3199,0
820231,0,C9790,N12570,C231,80,6,9,3199,0
820231,0,C9790,N12571,C706,80,6,9,3199,0
820231,0,C9790,N3936,C706,80,6,9,3199,0
820231,1,C1707,N732,C6104,N19236,6,4,410,0
820231,10,C13346,N9711,C2588,N1,6,3,138,0
820231,10,C7527,N9406,C1707,N732,6,6,1213,0
820231,11,C2588,N1,C13346,N9711,6,3,462,0
820231,12,C3173,445,C11663,N18166,6,22,3883,0
820231,13,C10,445,C12309,N2603,6,21,3738,0
820231,16,C2588,N1,C396,N4818,6,2,244,0
820231,16,C396,N4818,C2588,N1,6,2,105,0
820231,29,C24568,137,C4174,137,17,6,468,0
820231,30,C3714,N3758,C529,N738,6,12,4054,0
820231,30,C3714,N5819,C529,135,6,7,540,0
820231,30,C529,135,C3714,N5819,6,5,432,0
820231,30,C529,N738,C3714,N3758,6,10,1628,0
820231,32,C1015,N306,C9655,N2957,6,31,21596,0
820231,36,C7240,N7272,C5463,445,6,4,278,0
820231,38,C1015,N306,C16553,N2067,6,2,92,0
820231,38,C1015,N306,C19468,N2059,6,2,92,0
820231,49,C2588,N1,C3844,N2690,6,5,836,0
820231,49,C3844,N2690,C2588,N1,6,7,494,0
820231,59,C1467,N2830,C5721,445,6,2276,129561,0
820231,59,C5721,445,C1467,N2830,6,4327,6379846,0
820231,6,C1707,N732,C7527,N9406,6,4,2764,0
820231,60,C1193,N5849,C2588,N1,6,3,138,0
820231,60,C2588,N1,C1193,N5849,6,3,138,0
820231,60,C3620,N9061,C2008,1433,6,5,230,0
820231,60,C6098,N3384,C5720,445,6,68,8101,0
820231,68,C14496,N4439,C5721,445,6,309247,305047244,0
820231,70,C5720,445,C19497,N8813,6,194,16646,0
820231,71,C1319,N143,C5763,N23247,6,445,172289,0
820231,9,C21836,N4333,C2588,N1,6,2,105,0
820231,9,C2588,N1,C21836,N4333,6,2,244,0
820231,9,C528,445,C3245,N15126,6,13,1447,0
820232,0,C10583,N5074,C366,445,6,1,52,0
820232,0,C11132,N3276,C1685,N732,6,5,852,0
820232,0,C14270,N21383,C1707,N732,6,6,430,0
820232,0,C14270,N21395,C1685,N732,6,6,430,0
820232,0,C1567,N143,C20851,N1188,6,1,52,0
820232,0,C15733,N479,C5720,445,6,2,148,0
820232,0,C1685,N732,C11132,N3276,6,4,410,0
820232,0,C1685,N732,C11132,N9919,6,4,409,0
820232,0,C1685,N732,C14270,N21395,6,4,372,0
820232,0,C1707,N732,C14270,N21383,6,4,376,0
820232,0,C18495,N17360,C18401,N6537,6,5,652,0
820232,0,C20029,N115,C706,80,6,6,393,0
820232,0,C20029,N6862,C706,80,6,5,337,0
820232,0,C20851,N1188,C1567,N143,6,1,46,0
820232,0,C2098,N2095,C585,445,6,1,46,0
820232,0,C2174,N155,C2428,N155,1,1,60,0
820232,0,C22029,N154,C528,N155,1,2,120,0
820232,0,C23608,N15896,C5720,445,6,2,148,0
820232,0,C2428,N154,C2174,N155,1,1,60,0
820232,0,C366,445,C10583,N5074,6,1,46,0
820232,0,C528,389,C3716,N25070,17,1,195,0
820232,0,C528,88,C3716,N25071,17,1,1391,0
820232,0,C528,88,C3716,N25072,17,1,1372,0
820232,0,C528,N155,C22029,N155,1,2,120,0
820232,0,C5720,445,C15733,N479,6,1,91,0
820232,0,C5721,139,C9873,N3360,6,1,48,0
820232,0,C6104,N19236,C1707,N732,6,5,853,0
820232,0,C706,80,C20029,N115,6,6,2708,0
820232,0,C706,80,C20029,N6862,6,4,510,0
820232,0,C9873,N3360,C5721,139,6,2,94,0
820232,10,C14589,N8269,C1685,N732,6,6,1213,0
820232,11,C17823,N15438,C359,N8367,6,16,2368,0
820232,11,C359,N8367,C17823,N15438,6,9,1386,0
820232,14,C528,135,C2912,N22045,6,6,792,0
820232,14,C528,N1324,C2912,N22046,6,5,664,0
820232,34,C14496,N5423,C585,139,6,4,278,0
820232,34,C14496,N926,C5721,445,6,4,278,0
820232,34,C6839,N911,C5721,445,6,4,278,0
820232,36,C2683,445,C7292,N7295,6,2,186,0
820232,36,C7292,N7295,C2683,445,6,4,278,0
820232,38,C1015,N306,C19031,N2123,6,2,92,0
820232,4,C22029,N21055,C528,445,6,17,4289,0
820232,4,C528,445,C22029,N21055,6,15,2418,0
820232,6,C1685,N732,C14589,N8269,6,4,2758,0
820232,60,C17410,N3083,C5720,445,6,28,3480,0
820232,60,C2588,N1,C3486,N1403,6,3,138,0
820232,60,C3486,N1403,C2588,N1,6,3,138,0
820232,63,C9402,N8509,C5721,445,6,266,62162,0
820232,68,C2784,N20394,C20593,22,6,392,38632,0
820232,9,C3090,N19984,C3420,N457,6,3,144,0
820232,9,C3090,N19992,C14005,N457,6,3,144,0
820232,9,C5721,445,C9873,N3526,6,33,3189,0
820232,9,C9873,N3526,C5721,445,6,36,6009,0
820233,0,C1003,445,C772,N7804,6,1,46,0
820233,0,C1015,N306,C11268,N21389,6,9,2256,0
820233,0,C1056,445,C772,N9336,6,1,46,0
820233,0,C11491,N8060,C5721,445,6,2,148,0
820233,0,C11491,N8210,C5720,445,6,2,148,0
820233,0,C1173,445,C772,N7172,6,1,46,0
820233,0,C12682,N154,C2174,N155,1,1,60,0
820233,0,C15285,N154,C528,N155,1,2,120,0
820233,0,C15285,N25073,C467,389,17,1,192,0
820233,0,C15285,N25074,C467,88,17,1,1400,0
820233,0,C15285,N25075,C467,88,17,1,1396,0
820233,0,C16236,N16378,C1685,N732,6,5,856,0
820233,0,C16236,N18163,C1685,N732,6,5,856,0
820233,0,C1685,N732,C16236,N16378,6,4,414,0
820233,0,C1685,N732,C16236,N18163,6,4,413,0
820233,0,C1707,N732,C8443,N7153,6,4,376,0
820233,0,C19122,N2583,C231,80,6,9,3199,0
820233,0,C19122,N6369,C706,80,6,9,3199,0
820233,0,C21063,N19899,C706,80,6,9,5467,0
820233,0,C2174,N155,C12682,N155,1,1,60,0
820233,0,C231,80,C19122,N2583,6,5,2180,0
820233,0,C231,80,C19122,N6371,6,6,2226,0
820233,0,C231,80,C19122,N6374,6,6,2226,0
820233,0,C3173,445,C19280,N17943,6,1,46,0
820233,0,C467,389,C15285,N25073,17,1,193,0
820233,0,C467,88,C15285,N25074,17,1,1374,0
820233,0,C467,88,C15285,N25075,17,1,1391,0
820233,0,C528,389,C2101,N14715,6,7,2644,0
820233,0,C528,389,C2101,N25077,17,1,117,0
820233,0,C528,88,C2101,N25078,17,1,1378,0
820233,0,C528,88,C2101,N25081,17,1,1346,0
820233,0,C528,88,C2101,N25082,17,1,405,0
820233,0,C528,88,C2101,N25083,17,1,1386,0
820233,0,C528,N155,C15285,N155,1,2,120,0
820233,0,C5720,445,C11491,N8210,6,1,91,0
820233,0,C5721,445,C11491,N8060,6,1,91,0
820233,0,C585,445,C8350,N4998,6,1,46,0
820233,0,C5983,N18421,C5463,445,6,1,52,0
820233,0,C706,80,C19122,N6369,6,6,2226,0
820233,0,C706,80,C21063,N19899,6,5,557,0
820233,0,C772,N7172,C1173,445,6,1,52,0
820233,0,C772,N9336,C1056,445,6,1,52,0
820233,0,C8350,N4998,C585,445,6,1,52,0
820233,0,C8443,N7153,C1707,N732,6,6,420,0
820233,1,C19122,N6374,C231,80,6,9,3199,0
820233,1,C457,389,C5785,N14,6,8,1658,0
820233,1,C457,389,C5785,N14,6,9,1901,0
820233,1,C528,445,C6356,N8500,6,10,1591,0
820233,1,C5785,N14,C457,389,6,10,3457,0
820233,10,C1015,445,C11268,N10013,6,15,2607,0
820233,10,C15285,N7247,C528,445,6,17,4349,0
820233,10,C528,445,C15285,N7247,6,15,2418,0
820233,11,C2654,N13827,C1707,N732,6,9,2969,0
820233,13,C14229,N18389,C586,445,6,13,4273,0
820233,13,C586,445,C14229,N18389,6,9,1653,0
820233,15,C16770,N2004,C585,445,6,20,4587,0
820233,15,C585,445,C16770,N2004,6,18,3216,0
820233,15,C8734,N20281,C1685,N732,6,6,1213,0
820233,2,C2588,N1,C27091,N2626,6,4,466,0
820233,2,C27091,N2626,C2588,N1,6,5,394,0
820233,20,C2588,N1,C11165,N5793,6,2,92,0
820233,3,C19122,N6373,C706,80,6,53,31354,0
820233,3,C706,80,C19122,N6373,6,40,12475,0
820233,34,C8017,N5860,C5721,445,6,4,278,0
820233,36,C19217,N7394,C5463,445,6,4,278,0
820233,36,C8802,N439,C5463,445,6,4,278,0
820233,5,C1685,N732,C8734,N20281,6,4,2758,0
820233,5,C1906,N7188,C231,N326,6,88,115130,0
820233,5,C231,N326,C1906,N7188,6,51,8770,0
820233,51,C5721,445,C9810,N3739,6,665,235054,0
820233,52,C19061,N10023,C5720,445,6,20,3634,0
820233,52,C5720,445,C19061,N10023,6,18,3858,0
820233,52,C9810,N3739,C5721,445,6,672,191478,0
820233,6,C1707,N732,C2654,N13827,6,6,2988,0
820233,60,C11165,N5793,C2588,N1,6,3,138,0
820233,61,C1019,N3761,C5720,445,6,45,5166,0
820233,61,C18050,N160,C5721,445,6,6,417,0
820233,61,C18050,N3037,C5720,445,6,6,417,0
820233,61,C2565,N6778,C5721,445,6,6,417,0
820233,61,C5721,445,C2565,N6778,6,3,279,0
820233,63,C1947,N710,C4323,N791,6,65,4094,0
820233,64,C15948,N4142,C5720,445,6,78,8931,0
820233,65,C18498,N7891,C5720,445,6,577,55078,0
820233,70,C5763,N3857,C591,N710,6,1006,66282,0
820234,0,C1015,445,C19574,N9129,6,1,46,0
820234,0,C12707,N154,C467,N155,1,2,120,0
820234,0,C1311,N9069,C3468,445,6,1,52,0
820234,0,C14549,N2747,C3088,N338,6,9,1167,0
820234,0,C1654,80,C16115,N6526,6,4,433,0
820234,0,C1654,80,C3427,N17312,6,2,305,0
820234,0,C1685,N732,C14270,N15131,6,5,2690,0
820234,0,C1685,N732,C18967,N12390,6,4,409,0
820234,0,C1685,N732,C18967,N12395,6,4,410,0
820234,0,C1685,N732,C8443,N6966,6,4,372,0
820234,0,C1685,N732,C8443,N7136,6,4,372,0
820234,0,C1685,N732,C8443,N7142,6,4,372,0
820234,0,C1707,N732,C8443,N3907,6,4,376,0
820234,0,C1707,N732,C8443,N7139,6,4,376,0
820234,0,C17895,N13677,C585,445,6,1,52,0
820234,0,C18967,N12390,C1685,N732,6,5,843,0
820234,0,C18967,N12395,C1685,N732,6,5,843,0
820234,0,C19122,N5890,C231,80,6,9,3199,0
820234,0,C19122,N6375,C231,80,6,9,3199,0
820234,0,C19122,N6377,C706,80,6,14,6131,0
820234,0,C19122,N6378,C706,80,6,11,5675,0
820234,0,C19122,N6379,C706,80,6,17,6586,0
820234,0,C19122,N6381,C231,80,6,9,3199,0
820234,0,C19122,N6475,C706,80,6,14,6135,0
820234,0,C19122,N6480,C231,80,6,9,3199,0
820234,0,C2174,N155,C4077,N155,1,2,120,0
820234,0,C231,80,C19122,N6375,6,6,2226,0
820234,0,C231,80,C19122,N6381,6,6,2226,0
820234,0,C231,80,C19122,N6480,6,6,2226,0
820234,0,C231,80,C3826,N8453,6,5,2148,0
820234,0,C231,80,C9790,N12485,6,6,2226,0
820234,0,C231,80,C9790,N7332,6,6,2226,0
820234,0,C231,80,C9790,N7449,6,6,2226,0
820234,0,C3444,N8560,C467,389,6,13,3025,0
820234,0,C3468,445,C1311,N9069,6,1,46,0
820234,0,C3826,N8453,C231,80,6,8,2755,0
820234,0,C3826,N8455,C706,139,6,2,94,0
820234,0,C4077,N154,C2174,N155,1,2,120,0
820234,0,C467,389,C3444,N8560,6,11,5370,0
820234,0,C467,N155,C12707,N155,1,2,120,0
820234,0,C528,445,C2870,N6859,6,1,46,0
820234,0,C585,445,C17895,N13677,6,1,46,0
820234,0,C706,139,C3826,N8455,6,1,48,0
820234,0,C706,80,C19122,N6377,6,11,6597,0
820234,0,C706,80,C19122,N6378,6,8,4963,0
820234,0,C706,80,C19122,N6379,6,15,8347,0
820234,0,C706,80,C19122,N6475,6,11,6600,0
820234,0,C706,80,C9790,N12481,6,6,2226,0
820234,0,C8443,N3907,C1707,N732,6,6,429,0
820234,0,C8443,N7136,C1685,N732,6,6,429,0
820234,0,C8443,N7139,C1707,N732,6,6,430,0
820234,0,C8443,N7142,C1685,N732,6,6,420,0
820234,0,C9790,N12481,C706,80,6,9,3199,0
820234,0,C9790,N12485,C231,80,6,9,3199,0
820234,0,C9790,N7332,C231,80,6,9,3199,0
820234,0,C9790,N7449,C231,80,6,9,3199,0
820234,11,C5225,N8787,C1707,N732,6,9,3570,0
820234,11,C6267,N21138,C1685,N732,6,9,2967,0
820234,12,C12707,N16115,C467,445,6,17,4367,0
820234,12,C2329,N6095,C1685,N732,6,10,3745,0
820234,12,C467,445,C12707,N16115,6,14,2339,0
820234,12,C467,445,C12707,N16115,6,15,2418,0
820234,15,C2648,N8750,C1685,N732,6,6,1190,0
820234,2,C706,80,C19122,N6484,6,36,12383,0
820234,25,C13940,N2874,C5721,445,6,746,48780,0
820234,3,C19122,N6484,C706,80,6,48,27765,0
820234,34,C3826,N8452,C706,445,6,1369,73377,0
820234,34,C706,445,C3826,N8452,6,2599,3756575,0
820234,34,C9096,N6063,C5721,445,6,4,278,0
820234,5,C1685,N732,C2648,N8750,6,4,2758,0
820234,59,C528,445,C22149,N9083,6,47,11724,0
820234,6,C1707,N732,C5225,N8787,6,6,2985,0
820234,60,C12249,N5275,C2588,N1,6,5,402,0
820234,60,C13431,N2505,C528,445,6,137,25501,0
820234,60,C2588,N1,C12236,N5730,6,2,92,0
820234,60,C2588,N1,C12249,N5275,6,4,466,0
820234,60,C528,445,C13431,N2505,6,148,81207,0
820234,63,C9988,N1083,C16926,N710,6,64,2944,0
820234,7,C1685,N732,C2329,N6095,6,6,2979,0
820234,7,C1685,N732,C6267,N21138,6,6,2978,0
820235,0,C12677,N18935,C585,445,6,1,46,0
820235,0,C12716,N154,C529,N155,1,2,120,0
820235,0,C14270,N21455,C1685,N732,6,6,932,0
820235,0,C16015,N3687,C585,139,6,1,46,0
820235,0,C1685,N732,C14270,N21455,6,4,445,0
820235,0,C1685,N732,C22976,N16252,6,4,372,0
820235,0,C1685,N732,C22976,N17062,6,4,372,0
820235,0,C1685,N732,C22976,N7764,6,4,372,0
820235,0,C1685,N732,C3681,N2706,6,4,413,0
820235,0,C1685,N732,C3681,N2711,6,4,414,0
820235,0,C1685,N732,C8443,N9166,6,5,2690,0
820235,0,C1707,N732,C22976,N12126,6,4,376,0
820235,0,C1707,N732,C22976,N16386,6,4,376,0
820235,0,C1707,N732,C22976,N16659,6,4,376,0
820235,0,C1973,80,C7912,N17089,6,5,452,0
820235,0,C1973,80,C7912,N17104,6,5,452,0
820235,0,C1973,80,C7912,N17889,6,5,452,0
820235,0,C20345,N154,C2174,N155,1,2,120,0
820235,0,C21176,N9395,C5030,443,6,6,1631,0
820235,0,C2174,N155,C20345,N155,1,2,120,0
820235,0,C22976,N12126,C1707,N732,6,6,420,0
820235,0,C22976,N16252,C1685,N732,6,6,420,0
820235,0,C22976,N16386,C1707,N732,6,6,430,0
820235,0,C22976,N16659,C1707,N732,6,6,429,0
820235,0,C22976,N17062,C1685,N732,6,6,430,0
820235,0,C22976,N7764,C1685,N732,6,6,429,0
820235,0,C3681,N2706,C1685,N732,6,5,856,0
820235,0,C3681,N2711,C1685,N732,6,5,856,0
820235,0,C4823,N2525,C5720,445,6,7,1132,0
820235,0,C5030,443,C21176,N9395,6,5,1493,0
820235,0,C529,N155,C12716,N155,1,2,120,0
820235,0,C5720,445,C4823,N2525,6,5,395,0
820235,0,C706,80,C10880,N10135,6,6,3942,0
820235,0,C706,80,C17540,N13059,6,1,46,0
820235,0,C7771,N15531,C2976,N338,6,9,1079,0
820235,0,C7912,N17089,C1973,80,6,6,1653,0
820235,0,C7912,N17091,C1973,80,6,7,1699,0
820235,0,C7912,N17104,C1973,80,6,7,1690,0
820235,0,C8443,N9166,C1685,N732,6,7,1294,0
820235,10,C1311,N5996,C480,N3057,6,12,836,0
820235,10,C14282,N16701,C1685,N732,6,6,1223,0
820235,10,C480,N3057,C1311,N5996,6,8,4687,0
820235,15,C1444,N9324,C1707,N732,6,6,1223,0
820235,2,C12716,N14051,C529,445,6,17,4299,0
820235,2,C529,445,C12716,N14051,6,15,2418,0
820235,26,C1307,N5197,C5721,445,6,40,7300,0
820235,29,C2588,N1,C9120,N5886,6,2,234,0
820235,41,C20966,N19451,C585,445,6,20,2322,0
820235,48,C1697,139,C1823,N797,6,72,29172,0
820235,48,C1823,N797,C1697,139,6,71,21360,0
820235,5,C1685,N732,C14282,N16701,6,4,2758,0
820235,5,C1707,N732,C1444,N9324,6,4,2764,0
820235,54,C16787,N9143,C5721,445,6,6,534,0
820235,60,C10880,N10135,C706,80,6,8,2950,0
820235,61,C16787,N8664,C5721,445,6,6,417,0
820235,61,C23496,445,C1294,N8412,6,3,237,0
820235,61,C5721,445,C11400,N6735,6,3,279,0
820236,0,C1015,135,C11114,N11531,6,6,572,0
820236,0,C1015,135,C11114,N11550,6,6,572,0
820236,0,C1015,135,C11114,N11555,6,5,312,0
820236,0,C1015,135,C11114,N11646,6,3,336,0
820236,0,C1015,139,C11114,N11392,6,1,48,0
820236,0,C13194,N5653,C706,80,6,1,46,0
820236,0,C15918,N11396,C585,139,6,1,46,0
820236,0,C1685,N732,C8443,N9154,6,4,445,0
820236,0,C16963,N18671,C585,139,6,1,46,0
820236,0,C1973,80,C772,N10487,6,5,452,0
820236,0,C1973,80,C772,N9718,6,5,452,0
820236,0,C3083,N21584,C5788,N6,6,1,64,0
820236,0,C3388,1433,C6647,N15343,6,9,1282,0
820236,0,C3388,1433,C6647,N20442,6,9,1276,0
820236,0,C3388,1433,C6647,N21269,6,9,1276,0
820236,0,C3388,1433,C6647,N21270,6,10,3803,0
820236,0,C3388,1433,C6647,N21271,6,9,1271,0
820236,0,C3388,1433,C6647,N23347,6,9,1271,0
820236,0,C3388,1433,C6647,N23424,6,9,1282,0
820236,0,C5269,1236,C706,80,6,1,46,0
820236,0,C528,389,C1052,N25079,17,1,195,0
820236,0,C528,88,C18296,N1333,6,6,1758,0
820236,0,C5788,N6,C3083,N21584,6,1,46,0
820236,0,C585,139,C15918,N11396,6,1,46,0
820236,0,C585,139,C16963,N18671,6,1,46,0
820236,0,C706,80,C2899,N20915,6,7,4130,0
820236,0,C706,80,C6332,N4050,6,4,515,0
820236,0,C772,N9718,C1973,80,6,7,1690,0
820236,0,C8443,N9154,C1685,N732,6,6,922,0
820236,1,C3363,N15551,C585,139,6,2,125,0
820236,1,C706,80,C14564,N2870,6,10,4595,0
820236,10,C1065,445,C12766,N1497,6,9,1653,0
820236,10,C12766,N1497,C1065,445,6,13,4217,0
820236,10,C16839,N12910,C1707,N732,6,6,1213,0
820236,10,C19711,N11151,C1707,N732,6,6,1222,0
820236,10,C19812,N17000,C1685,N732,6,6,1213,0
820236,11,C11973,N15948,C1707,N732,6,9,3181,0
820236,11,C13285,N3668,C1685,N732,6,9,2992,0
820236,13,C528,135,C1052,N184,6,6,888,0
820236,13,C528,N1716,C1052,N3671,6,6,1888,0
820236,14,C528,445,C1346,N16008,6,10,1737,0
820236,2,C3826,N8456,C706,80,6,14,6371,0
820236,2,C706,80,C3826,N8456,6,9,2657,0
820236,29,C24568,137,C4920,137,17,9,756,0
820236,37,C1015,N306,C14470,N2816,6,2,92,0
820236,38,C1015,N306,C13791,N2817,6,2,92,0
820236,5,C1685,N732,C19812,N17000,6,4,2758,0
820236,5,C1707,N732,C19711,N11151,6,4,2764,0
820236,55,C458,N457,C6310,N3287,6,121,57034,0
820236,6,C1685,N732,C13285,N3668,6,6,2978,0
820236,6,C1707,N732,C16839,N12910,6,4,2764,0
820236,60,C11616,N3713,C2588,N1,6,3,138,0
820236,60,C22112,N21194,C23640,N21194,17,3,282,0
820236,60,C23640,N21194,C22112,N21194,17,3,282,0
820236,60,C2588,N1,C11616,N3713,6,3,138,0
820236,60,C2588,N1,C7924,N5109,6,2,92,0
820236,60,C2588,N1,C8435,N3698,6,8,1388,0
820236,60,C2899,N20915,C706,80,6,9,4321,0
820236,60,C6332,N4050,C706,80,6,8,3020,0
820236,60,C7924,N5109,C2588,N1,6,2,92,0
820236,60,C8435,N3698,C2588,N1,6,8,368,0
820236,61,C14564,N2870,C706,80,6,13,6951,0
820236,7,C1015,445,C11114,N11355,6,83,11075,0
820237,0,C10,N5774,C10563,445,6,5,3206,0
820237,0,C1139,N18190,C2983,445,6,1,52,0
820237,0,C12129,N20592,C5463,445,6,1,52,0
820237,0,C1654,80,C13289,N25076,6,2,1010,0
820237,0,C1685,N732,C22976,N6447,6,5,2690,0
820237,0,C1707,N732,C18057,N12472,6,4,376,0
820237,0,C18057,N12472,C1707,N732,6,6,430,0
820237,0,C19597,N14421,C706,80,6,1,46,0
820237,0,C19684,N9134,C5736,445,6,2,148,0
820237,0,C2288,N21470,C585,445,6,1,46,0
820237,0,C3065,445,C8165,N4377,6,1,46,0
820237,0,C3957,N14768,C585,139,6,1,46,0
820237,0,C4833,N21561,C706,80,6,7,2961,0
820237,0,C5161,N15815,C585,445,6,1,46,0
820237,0,C528,389,C17723,N25080,17,1,195,0
820237,0,C5736,445,C19684,N9134,6,1,91,0
820237,0,C585,445,C2288,N21470,6,1,46,0
820237,0,C706,80,C225,N14863,6,4,515,0
820237,0,C706,80,C4833,N21561,6,4,511,0
820237,0,C8165,N4377,C3065,445,6,1,52,0
820237,1,C15242,N7135,C5720,445,6,111,31917,0
820237,10,C1100,N14249,C1685,N732,6,6,1191,0
820237,10,C286,N20820,C1685,N732,6,6,1222,0
820237,10,C6387,N13159,C585,445,6,14,3625,0
820237,10,C7440,N20812,C1707,N732,6,6,1223,0
820237,11,C19016,N20652,C1707,N732,6,9,3568,0
820237,14,C15242,N6941,C585,445,6,11,3091,0
820237,15,C19393,N6637,C1707,N732,6,6,1213,0
820237,16,C20817,N4308,C5720,445,6,1506,85777,0
820237,29,C2983,445,C1139,N18190,6,2,92,0
820237,3,C528,445,C17564,N21427,6,3,270,0
820237,34,C16201,N8349,C5720,445,6,4,278,0
820237,38,C1015,N306,C13791,N3105,6,2,92,0
820237,41,C528,445,C1052,N3676,6,75,18342,0
820237,55,C24450,137,C4920,137,17,12,990,0
820237,56,C5720,445,C7497,N20265,6,188,24461,0
820237,56,C7497,N20265,C5720,445,6,222,31717,0
820237,57,C2588,N1,C17144,N4128,6,14,1354,0
820237,6,C1685,N732,C1100,N14249,6,4,2758,0
820237,6,C1685,N732,C286,N20820,6,4,2758,0
820237,6,C1707,N732,C19016,N20652,6,6,2985,0
820237,6,C1707,N732,C19393,N6637,6,4,2764,0
820237,6,C1707,N732,C7440,N20812,6,4,2764,0
820237,60,C11149,N4591,C2588,N1,6,3,138,0
820237,60,C11196,N2051,C2588,N1,6,2,92,0
820237,60,C13082,N5806,C2588,N1,6,3,138,0
820237,60,C17644,N5351,C2588,N1,6,3,138,0
820237,60,C225,N14863,C706,80,6,8,2987,0
820237,60,C2588,N1,C11196,N2051,6,2,92,0
820237,60,C2588,N1,C13082,N5806,6,3,138,0
820237,60,C2588,N1,C17644,N5351,6,3,138,0
820237,61,C15053,N13303,C5721,445,6,62,8932,0
820237,61,C5721,445,C15053,N13303,6,58,4647,0
820237,63,C6387,N9138,C5720,445,6,86,31361,0
820237,64,C13294,N5120,C5720,445,6,16900,1026944,0
820237,70,C13358,N2182,C5721,445,6,7245,6731158,0
820237,71,C20954,N4263,C5720,445,6,2934,236126,0
820237,72,C5720,445,C13294,N5120,6,35338,46803062,0
820237,72,C5720,445,C6715,N587,6,60814,85432378,0
820238,0,C14049,N2286,C467,88,6,6,2098,0
820238,0,C14049,N2292,C467,88,6,6,2090,0
820238,0,C15053,N20213,C585,139,6,1,46,0
820238,0,C1685,N732,C18057,N15171,6,4,372,0
820238,0,C1685,N732,C18057,N3121,6,4,372,0
820238,0,C1685,N732,C18057,N3122,6,4,372,0
820238,0,C1685,N732,C22395,N15267,6,4,372,0
820238,0,C1685,N732,C22395,N15270,6,4,372,0
820238,0,C1685,N732,C22395,N9050,6,4,372,0
820238,0,C1685,N732,C22976,N16655,6,4,445,0
820238,0,C1707,N732,C18057,N2983,6,4,376,0
820238,0,C1707,N732,C18057,N4438,6,4,376,0
820238,0,C1707,N732,C22395,N15268,6,4,376,0
820238,0,C1707,N732,C22395,N252,6,4,376,0
820238,0,C1707,N732,C22395,N3672,6,4,376,0
820238,0,C1707,N732,C893,N1332,6,4,413,0
820238,0,C1707,N732,C893,N1334,6,4,414,0
820238,0,C18057,N15171,C1685,N732,6,7,472,0
820238,0,C18057,N2983,C1707,N732,6,7,472,0
820238,0,C18057,N3121,C1685,N732,6,6,429,0
820238,0,C18057,N4438,C1707,N732,6,6,429,0
820238,0,C2225,N17658,C231,N326,6,1,46,0
820238,0,C22395,N15267,C1685,N732,6,7,472,0
820238,0,C22395,N15268,C1707,N732,6,6,420,0
820238,0,C22395,N15270,C1685,N732,6,7,481,0
820238,0,C22395,N252,C1707,N732,6,7,481,0
820238,0,C22395,N3672,C1707,N732,6,7,482,0
820238,0,C22395,N9050,C1685,N732,6,7,482,0
820238,0,C22976,N16655,C1685,N732,6,6,922,0
820238,0,C3173,N1738,C6411,N16544,6,1,46,0
820238,0,C409,N19674,C528,445,6,1,52,0
820238,0,C467,88,C14049,N2286,6,6,2082,0
820238,0,C467,88,C14049,N2292,6,6,2066,0
820238,0,C528,389,C18155,N25086,17,1,195,0
820238,0,C528,445,C409,N19674,6,1,46,0
820238,0,C528,N2591,C18155,N10068,6,6,1918,0
820238,0,C528,N2591,C18155,N10213,6,8,2049,0
820238,0,C528,N2591,C18155,N7591,6,7,3946,0
820238,0,C528,N2591,C5381,N6385,6,6,1923,0
820238,0,C528,N2591,C5381,N6481,6,7,2009,0
820238,0,C528,N2591,C5381,N6486,6,5,1559,0
820238,0,C5640,445,C23382,N9599,6,1,46,0
820238,0,C585,139,C15053,N20213,6,1,46,0
820238,0,C7632,N6,C5948,N1454,6,1,46,0
820238,0,C893,N1332,C1707,N732,6,5,847,0
820238,0,C893,N1334,C1707,N732,6,5,847,0
820238,1,C16704,N1781,C5720,445,6,44,11948,0
820238,10,C16947,N9310,C1707,N732,6,6,1223,0
820238,10,C17552,N6595,C1685,N732,6,14,7789,0
820238,10,C9475,N18508,C1707,N732,6,16,11915,0
820238,11,C10880,N10140,C231,N326,6,100,133120,0
820238,11,C231,N326,C10880,N10140,6,54,9116,0
820238,13,C5414,N17371,C1707,N732,6,15,11231,0
820238,14,C395,135,C9727,N22209,6,8,750,0
820238,14,C9727,N22209,C395,135,6,11,6036,0
820238,3,C18261,N155,C2270,N155,1,5,420,0
820238,3,C2270,N154,C18261,N155,1,5,420,0
820238,33,C9168,N8781,C5721,445,6,36,4816,0
820238,35,C5721,445,C11470,N7475,6,2,186,0
820238,37,C1015,N306,C20804,N3134,6,2,92,0
820238,38,C1015,N306,C15470,N15902,6,2,92,0
820238,59,C2588,N1,C11149,N4591,6,3,138,0
